tipoDocumento,concesionaria,autopista,fechaHora,categoriaVehiculo,importe,ivaIncluido,formaPago,referencia,idEmpresa,empresaNombre,idUsuario,provincia,tramo,entrada,salida
Peaje,Estatal,AP-68,2025-07-11 11:23:13,A,"16,10 €",IVA incluido,Tarjeta de empresa,PASO-0534BA9D,EMP04,Transporte_04 S.L.,EMP04-U29,BIZKAIA,Recajo – Alagón pk 272,Recajo,Alagón pk 272
Peaje,Estatal,AP-61,2025-01-31 22:36:54,A,"2,95 €",IVA incluido,Efectivo,PASO-C49C31D8,EMP04,Transporte_04 S.L.,EMP04-U29,Comunidad de Madrid,San Rafael – El Hontoria,San Rafael,El Hontoria
Peaje,Estatal,AP-68,2025-02-04 23:55:00,A,"17,50 €",IVA incluido,Tarjeta de empresa,PASO-A9839BF3,EMP04,Transporte_04 S.L.,EMP04-U29,La Rioja,Subijana – Alfaro,Subijana,Alfaro
Peaje,Estatal,AP-7,2025-02-27 04:10:31,A,"2,75 €",IVA incluido,Efectivo,PASO-9251EF1C,EMP04,Transporte_04 S.L.,EMP04-U29,Barcelona,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-61,2025-03-18 09:49:29,A,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-5B0E2A4C,EMP04,Transporte_04 S.L.,EMP04-U29,Madrid,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-06-21 01:28:05,A,"3,70 €",IVA incluido,Tarjeta de empresa,PASO-68D64C99,EMP04,Transporte_04 S.L.,EMP04-U29,Cataluña,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-66,2025-07-21 10:24:25,A,"5,65 €",IVA incluido,Tarjeta de empresa,PASO-98A7AB79,EMP04,Transporte_04 S.L.,EMP04-U29,León,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-61,2025-05-10 18:54:20,A,"0,90 €",IVA incluido,Tarjeta de empresa,PASO-669F506F,EMP04,Transporte_04 S.L.,EMP04-U29,Madrid,San Rafael – Otero de Herreros,San Rafael,Otero de Herreros
Peaje,Estatal,AP-7,2025-03-28 05:48:31,A,"2,40 €",IVA incluido,Tarjeta de empresa,PASO-F9A884E9,EMP04,Transporte_04 S.L.,EMP04-U29,Barcelona,Estepona – Guadiaro,Estepona,Guadiaro
Peaje,Estatal,AP-7,2025-04-02 05:07:05,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-E573C190,EMP04,Transporte_04 S.L.,EMP04-U29,VALENCIA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-7,2025-03-13 15:26:56,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-FD51CD0A,EMP04,Transporte_04 S.L.,EMP04-U29,Tarragona,Acceso de La Zenia – ,Acceso de La Zenia,
Peaje,Estatal,AP-68,2025-02-08 06:44:02,A,"14,80 €",IVA incluido,Tarjeta de empresa,PASO-53F55F0F,EMP04,Transporte_04 S.L.,EMP04-U29,País Vasco,Autop. Burgos – Alfaro,Autop. Burgos,Alfaro
Peaje,Estatal,AP-61,2025-02-10 10:03:12,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-FA019A28,EMP04,Transporte_04 S.L.,EMP04-U29,Comunidad de Madrid,Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-7,2025-06-02 16:39:25,A,"2,75 €",IVA incluido,Efectivo,PASO-BDA0DF0E,EMP04,Transporte_04 S.L.,EMP04-U29,BARCELONA,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-9,2025-07-20 07:23:12,A,"4,70 €",IVA incluido,Tarjeta de empresa,PASO-D421F624,EMP04,Transporte_04 S.L.,EMP04-U29,A Coruña,Santiago – Caldas de Reis,Santiago,Caldas de Reis
Peaje,Estatal,AP-7,2025-04-03 22:01:12,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-8B802A7D,EMP04,Transporte_04 S.L.,EMP04-U29,Tarragona,Acceso de La Zenia – ,Acceso de La Zenia,
Peaje,Estatal,AP-66,2025-07-19 05:19:39,A,"5,65 €",IVA incluido,Tarjeta de empresa,PASO-1B2CFE62,EMP04,Transporte_04 S.L.,EMP04-U29,Asturias,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-68,2025-05-05 08:31:05,A,"21,95 €",IVA incluido,Tarjeta de empresa,PASO-F0B39835,EMP04,Transporte_04 S.L.,EMP04-U29,BIZKAIA,Ziorraga – Alfaro,Ziorraga,Alfaro
Peaje,Estatal,AP-61,2025-07-19 00:05:00,A,"0,90 €",IVA incluido,Tarjeta de empresa,PASO-8CEC91C9,EMP04,Transporte_04 S.L.,EMP04-U29,"Madrid, Comunidad de",San Rafael – Otero de Herreros,San Rafael,Otero de Herreros
Peaje,Estatal,AP-61,2025-01-25 17:25:23,A,"0,80 €",IVA incluido,Tarjeta de empresa,PASO-BD40E148,EMP04,Transporte_04 S.L.,EMP04-U29,MADRID,Conexión AP-6 (El Espinar) – Otero de H.,Conexión AP-6 (El Espinar),Otero de H.
Peaje,Estatal,AP-7,2025-03-26 01:48:03,A,"0,00 €",IVA incluido,Tarjeta de empresa,PASO-D1ACB56D,EMP04,Transporte_04 S.L.,EMP04-U29,Barcelona,754 Carretera San Miguel Benijofar – 758 San Miguel de Salinas-Torrevieja,754 Carretera San Miguel Benijofar,758 San Miguel de Salinas-Torrevieja
Peaje,Estatal,AP-68,2025-01-28 04:55:30,A,"20,15 €",IVA incluido,Efectivo,PASO-C35ECF85,EMP04,Transporte_04 S.L.,EMP04-U29,ARABA,Zambrana – Gallur,Zambrana,Gallur
Peaje,Estatal,AP-7,2025-06-21 07:19:45,A,"2,75 €",IVA incluido,Efectivo,PASO-31153A8D,EMP04,Transporte_04 S.L.,EMP04-U29,Girona,763 La Zenia Urbanizaciones – 777 El Mirador-Colonia Ruiz de Alda,763 La Zenia Urbanizaciones,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-06-21 11:09:39,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-0DA7BF88,EMP04,Transporte_04 S.L.,EMP04-U29,Tarragona,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-01-28 22:05:35,A,"3,70 €",IVA incluido,Tarjeta de empresa,PASO-0E43D848,EMP04,Transporte_04 S.L.,EMP04-U29,Girona,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-7,2025-02-03 03:46:14,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-00DDB279,EMP04,Transporte_04 S.L.,EMP04-U29,Tarragona,733 Catral-Albatera – 763 La Zenia Urbanizaciones,733 Catral-Albatera,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-61,2025-05-08 23:55:00,A,"2,15 €",IVA incluido,Efectivo,PASO-E4F02387,EMP04,Transporte_04 S.L.,EMP04-U30,Comunidad de Madrid,Otero de Herreros – Hontoria,Otero de Herreros,Hontoria
Peaje,Estatal,AP-7,2025-03-09 03:04:25,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-B12AD1AF,EMP04,Transporte_04 S.L.,EMP04-U30,Barcelona,784 San Javier (Sur)-Acceso aeropuerto – 786 Los Alcazares (Norte),784 San Javier (Sur)-Acceso aeropuerto,786 Los Alcazares (Norte)
Peaje,Estatal,AP-68,2025-02-27 07:38:21,A,"6,85 €",IVA incluido,Tarjeta de empresa,PASO-99AE6BEB,EMP04,Transporte_04 S.L.,EMP04-U30,La Rioja,Altube – Zambrana,Altube,Zambrana
Peaje,Estatal,AP-66,2025-04-15 09:36:21,A,"4,15 €",IVA incluido,Tarjeta de empresa,PASO-D6DFB77C,EMP04,Transporte_04 S.L.,EMP04-U30,ASTURIAS,Oblanca – La Magdalena,Oblanca,La Magdalena
Peaje,Estatal,AP-66,2025-06-13 19:14:05,A,"5,65 €",IVA incluido,Tarjeta de empresa,PASO-0E14F6BD,EMP04,Transporte_04 S.L.,EMP04-U30,ASTURIAS,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-7,2025-05-09 10:10:03,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-F7B877A8,EMP04,Transporte_04 S.L.,EMP04-U30,VALENCIA,784 San Javier (Sur)-Acceso aeropuerto – 794 Los Alcazares (Sur),784 San Javier (Sur)-Acceso aeropuerto,794 Los Alcazares (Sur)
Peaje,Estatal,AP-61,2025-02-21 10:52:24,A,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-244E8B9B,EMP04,Transporte_04 S.L.,EMP04-U30,Madrid,Ortigosa del Monte – Segovia,Ortigosa del Monte,Segovia
Peaje,Estatal,AP-61,2025-06-25 14:33:06,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-5637F72C,EMP04,Transporte_04 S.L.,EMP04-U30,Madrid,Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-61,2025-01-10 11:36:35,A,"2,95 €",IVA incluido,Efectivo,PASO-759980B5,EMP04,Transporte_04 S.L.,EMP04-U30,Madrid,San Rafael – El Hontoria,San Rafael,El Hontoria
Peaje,Estatal,AP-7,2025-04-26 02:07:41,A,"1,15 €",IVA incluido,Tarjeta de empresa,PASO-9DDF3407,EMP04,Transporte_04 S.L.,EMP04-U30,ALICANTE,Manilva – Guadiaro,Manilva,Guadiaro
Peaje,Estatal,AP-6,2025-05-19 12:39:49,A,"8,75 €",IVA incluido,Tarjeta de empresa,PASO-73DF450D,EMP04,Transporte_04 S.L.,EMP04-U30,MADRID,San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-6,2025-06-27 21:01:52,A,"15,15 €",IVA incluido,Efectivo,PASO-B1C2AA6F,EMP04,Transporte_04 S.L.,EMP04-U30,Madrid,Villalba – Adanero,Villalba,Adanero
Peaje,Estatal,AP-61,2025-06-26 17:52:21,A,"0,70 €",IVA incluido,Tarjeta de empresa,PASO-D42A6F3A,EMP04,Transporte_04 S.L.,EMP04-U30,MADRID,Otero de Herreros – Ortigosa,Otero de Herreros,Ortigosa
Peaje,Estatal,AP-68,2025-07-13 13:45:37,A,"20,65 €",IVA incluido,Tarjeta de empresa,PASO-ACB487D5,EMP04,Transporte_04 S.L.,EMP04-U30,Zaragoza,Autop. Burgos – Gallur,Autop. Burgos,Gallur
Peaje,Estatal,AP-7,2025-05-07 18:30:22,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-6DC277B7,EMP04,Transporte_04 S.L.,EMP04-U30,Barcelona,751 Los Montesinos – 777 El Mirador-Colonia Ruiz de Alda,751 Los Montesinos,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-06-04 00:05:00,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-0AF2154D,EMP04,Transporte_04 S.L.,EMP04-U30,Girona,754 Carretera San Miguel Benijofar – 786 Los Alcazares (Norte),754 Carretera San Miguel Benijofar,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-02-16 06:07:28,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-36804F11,EMP04,Transporte_04 S.L.,EMP04-U30,ALICANTE,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-03-11 15:08:07,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-6DEACB9A,EMP04,Transporte_04 S.L.,EMP04-U30,Cataluña,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-7,2025-04-21 14:53:48,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-1BCE9B2B,EMP04,Transporte_04 S.L.,EMP04-U30,Cádiz,758 San Miguel de Salinas-Torrevieja – 768 Campoamor-Urbanizaciones,758 San Miguel de Salinas-Torrevieja,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-03-26 23:55:00,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-3D21EF60,EMP04,Transporte_04 S.L.,EMP04-U30,Barcelona,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-61,2025-06-29 07:09:53,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-C330DF59,EMP04,Transporte_04 S.L.,EMP04-U30,Madrid,Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-53,2025-05-09 05:15:33,A,"2,90 €",IVA incluido,Tarjeta de empresa,PASO-2C6A66F9,EMP04,Transporte_04 S.L.,EMP04-U30,LA CORUÑA,Silleda – Lalín Este,Silleda,Lalín Este
Peaje,Estatal,AP-61,2025-06-05 04:45:42,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-158A57ED,EMP04,Transporte_04 S.L.,EMP04-U30,"Madrid, Comunidad de",Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-61,2025-03-15 17:22:02,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-8BB3EACE,EMP04,Transporte_04 S.L.,EMP04-U30,Madrid,Conexión AP-6 (El Espinar) – Hontoria,Conexión AP-6 (El Espinar),Hontoria
Peaje,Estatal,AP-7,2025-04-04 15:11:51,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-137E7E73,EMP04,Transporte_04 S.L.,EMP04-U30,Barcelona,754 Carretera San Miguel Benijofar – 780 San Javier (Norte)-Sucina,754 Carretera San Miguel Benijofar,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-7,2025-06-05 04:12:44,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-F953A7ED,EMP04,Transporte_04 S.L.,EMP04-U30,Girona,763 La Zenia Urbanizaciones – 800 Los Beatos-El Algar,763 La Zenia Urbanizaciones,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-06-22 02:40:20,A,"2,75 €",IVA incluido,Efectivo,PASO-C8E860D0,EMP04,Transporte_04 S.L.,EMP04-U30,Girona,758 San Miguel de Salinas-Torrevieja – 763 La Zenia Urbanizaciones,758 San Miguel de Salinas-Torrevieja,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-04-11 10:45:56,A,"2,40 €",IVA incluido,Tarjeta de empresa,PASO-39D492C1,EMP04,Transporte_04 S.L.,EMP04-U30,Valencia,Estepona – Guadiaro,Estepona,Guadiaro
Peaje,Estatal,AP-6,2025-03-30 18:51:49,A,"8,75 €",IVA incluido,Efectivo,PASO-5C80EBBF,EMP05,Transporte_05 S.L.,EMP05-U31,"Madrid, Comunidad de",San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-68,2025-02-20 13:01:46,A,"15,85 €",IVA incluido,Tarjeta de empresa,PASO-D9C1B80A,EMP05,Transporte_05 S.L.,EMP05-U31,Aragón,Lodosa – Zaragoza,Lodosa,Zaragoza
Peaje,Estatal,AP-66,2025-05-12 06:08:14,A,"6,10 €",IVA incluido,Tarjeta de empresa,PASO-8DF9EA10,EMP05,Transporte_05 S.L.,EMP05-U31,Principado de Asturias,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-7,2025-06-21 06:25:51,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-84B0BC69,EMP05,Transporte_05 S.L.,EMP05-U31,Barcelona,754 Carretera San Miguel Benijofar – 768 Campoamor-Urbanizaciones,754 Carretera San Miguel Benijofar,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-61,2025-07-15 05:35:07,A,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-6C60D536,EMP05,Transporte_05 S.L.,EMP05-U31,Comunidad de Madrid,Otero de Herreros – Hontoria,Otero de Herreros,Hontoria
Peaje,Estatal,AP-7,2025-07-08 00:54:22,A,"2,75 €",IVA incluido,Efectivo,PASO-8A9EED2E,EMP05,Transporte_05 S.L.,EMP05-U31,Valencia,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-04-04 10:25:17,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-BA91E28D,EMP05,Transporte_05 S.L.,EMP05-U31,Cataluña,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-07-26 00:39:08,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-0BE0DF1B,EMP05,Transporte_05 S.L.,EMP05-U31,BARCELONA,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-02-19 19:30:52,A,"10,60 €",IVA incluido,Efectivo,PASO-FFDEED01,EMP05,Transporte_05 S.L.,EMP05-U31,País Vasco,Autop. Burgos – Lodosa,Autop. Burgos,Lodosa
Peaje,Estatal,AP-7,2025-02-13 20:29:48,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-8083C361,EMP05,Transporte_05 S.L.,EMP05-U31,Barcelona,763 La Zenia Urbanizaciones – 786 Los Alcazares (Norte),763 La Zenia Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-03-28 18:03:11,A,"1,15 €",IVA incluido,Tarjeta de empresa,PASO-03409921,EMP05,Transporte_05 S.L.,EMP05-U31,VALENCIA,Estepona – Manilva,Estepona,Manilva
Peaje,Estatal,AP-7,2025-01-14 20:41:33,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-0360562A,EMP05,Transporte_05 S.L.,EMP05-U31,Barcelona,784 San Javier (Sur)-Acceso aeropuerto – 797 Torre del Negro,784 San Javier (Sur)-Acceso aeropuerto,797 Torre del Negro
Peaje,Estatal,AP-61,2025-05-16 20:20:33,A,"0,70 €",IVA incluido,Efectivo,PASO-B5DB19B7,EMP05,Transporte_05 S.L.,EMP05-U31,Comunidad de Madrid,Otero de Herreros – Ortigosa,Otero de Herreros,Ortigosa
Peaje,Estatal,AP-7,2025-01-03 07:41:19,A,"1,15 €",IVA incluido,Tarjeta de empresa,PASO-782EC135,EMP05,Transporte_05 S.L.,EMP05-U31,CASTELLON,Acceso de Manilva – ,Acceso de Manilva,
Peaje,Estatal,AP-7,2025-02-10 13:41:36,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-D69359AF,EMP05,Transporte_05 S.L.,EMP05-U31,VALENCIA,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-68,2025-03-06 10:44:55,A,"8,05 €",IVA incluido,Efectivo,PASO-36E679F9,EMP05,Transporte_05 S.L.,EMP05-U31,Zaragoza,Ziorraga – Zambrana,Ziorraga,Zambrana
Peaje,Estatal,AP-61,2025-05-22 10:07:41,A,"0,70 €",IVA incluido,Efectivo,PASO-1D22E400,EMP05,Transporte_05 S.L.,EMP05-U31,MADRID,Otero de Herreros – Ortigosa,Otero de Herreros,Ortigosa
Peaje,Estatal,AP-7,2025-04-07 13:59:43,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-8BFC0E8B,EMP05,Transporte_05 S.L.,EMP05-U31,Málaga,730 Catral – 758 San Miguel de Salinas-Torrevieja,730 Catral,758 San Miguel de Salinas-Torrevieja
Peaje,Estatal,AP-7,2025-02-13 13:23:29,A,"3,70 €",IVA incluido,Tarjeta de empresa,PASO-C41943B5,EMP05,Transporte_05 S.L.,EMP05-U31,Barcelona,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-68,2025-02-02 14:15:45,A,"6,25 €",IVA incluido,Tarjeta de empresa,PASO-F717E98F,EMP05,Transporte_05 S.L.,EMP05-U31,ARABA,Zambrana – Logroño,Zambrana,Logroño
Peaje,Estatal,AP-68,2025-03-21 17:06:49,A,"6,60 €",IVA incluido,Tarjeta de empresa,PASO-E2486F28,EMP05,Transporte_05 S.L.,EMP05-U31,Zaragoza,Agoncillo – Alfaro,Agoncillo,Alfaro
